"Local Time";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"16.09.2018 12:00";"25.7";"762.1";"764.9";"0.9";"63";"Wind blowing from the north";"6";"";"8";"70 � 80%.";" ";"";"";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"50%.";"1000-1500";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"18.1";"";"";"";"";"";"";
"16.09.2018 09:00";"23.8";"761.2";"764.1";"0.6";"73";"Wind blowing from the south-west";"4";"";"";"60%.";" ";"";"";"22.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"60%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"18.6";"No precipitation";"12";"Dry (without cracks, no appreciable amount of dust or loose sand)";"19.0";"";"";
"16.09.2018 06:00";"22.6";"760.6";"763.4";"0.1";"81";"Wind blowing from the south-southwest";"4";"";"5";"60%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"60%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"19.2";"";"";"";"";"";"";
"16.09.2018 03:00";"22.6";"760.5";"763.3";"-0.1";"78";"Wind blowing from the south-southwest";"3";"";"5";"50%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"18.6";"No precipitation";"6";"";"";"";"";
"16.09.2018 00:00";"22.3";"760.6";"763.4";"0.3";"78";"Wind blowing from the west-southwest";"2";"";"5";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"18.2";"";"";"";"";"";"";
"15.09.2018 21:00";"23.8";"760.3";"763.2";"0.6";"67";"Wind blowing from the west-southwest";"2";"";"9";"40%.";" ";"";"";"";"25.7";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"17.4";"No precipitation";"12";"";"";"";"";
"15.09.2018 18:00";"24.7";"759.7";"762.6";"-0.3";"62";"Wind blowing from the west-southwest";"4";"";"9";"20�30%.";" ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20�30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"16.8";"";"";"";"";"";"";
"15.09.2018 15:00";"25.1";"760.0";"762.8";"-0.1";"59";"Wind blowing from the south-west";"5";"";"8";"50%.";" ";"";"";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"16.6";"No precipitation";"6";"";"";"";"";
"15.09.2018 12:00";"24.9";"760.1";"763.0";"0.4";"58";"Wind blowing from the south-southwest";"4";"";"6";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"16.0";"";"";"";"";"";"";
"15.09.2018 09:00";"23.1";"759.7";"762.5";"0.9";"69";"Wind blowing from the west-northwest";"3";"";"";"20�30%.";" ";"";"";"18.7";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20�30%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"17.0";"7.0";"12";"Dry (without cracks, no appreciable amount of dust or loose sand)";"17.0";"";"";
"15.09.2018 06:00";"19.5";"758.8";"761.6";"0.0";"88";"Wind blowing from the north-west";"3";"";"4";"40%.";" ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"40%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"17.5";"";"";"";"";"";"";
"15.09.2018 03:00";"21.3";"758.8";"761.7";"-0.1";"79";"Wind blowing from the west-northwest";"3";"";"6";"60%.";"State of sky on the whole unchanged. ";"Thunderstorm(s) with or without precipitation.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20�30%.";"1000-1500";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"17.5";"7.0";"6";"";"";"";"";
"15.09.2018 00:00";"20.4";"758.9";"761.8";"0.1";"87";"Wind blowing from the west";"3";"";"6";"70 � 80%.";"Thunderstorm (with or without precipitation). ";"Thunderstorm(s) with or without precipitation.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"18.1";"";"";"";"";"";"";
"14.09.2018 21:00";"22.6";"758.8";"761.7";"0.7";"77";"Wind blowing from the south-west";"4";"";"9";"no clouds";" ";"";"";"";"25.0";"";"";"";"";"";"10.0";"18.4";"1.0";"12";"";"";"";"";
"14.09.2018 18:00";"24.3";"758.1";"760.9";"0.1";"61";"Wind blowing from the north-west";"5";"";"9";"50%.";" ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"40%.";"1000-1500";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"16.2";"";"";"";"";"";"";
"14.09.2018 15:00";"21.6";"758.0";"760.9";"0.2";"79";"Wind blowing from the north-northwest";"6";"";"12";"60%.";"Rain shower(s), slight. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"60%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"17.7";"1.0";"6";"";"";"";"";
"14.09.2018 12:00";"21.2";"757.8";"760.7";"1.1";"79";"Wind blowing from the north-northwest";"5";"";"12";"60%.";"Shower(s) of rain. ";"Shower(s).";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"60%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"17.4";"";"";"";"";"";"";
"14.09.2018 09:00";"19.9";"756.7";"759.6";"0.5";"86";"Wind blowing from the north-west";"3";"";"";"60%.";"Shower(s) of rain. ";"Shower(s).";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"18.0";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"60%.";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"17.5";"26.0";"12";"Surface of ground wet (standing water in small or large pools on surface).";"18.0";"";"";
"14.09.2018 06:00";"19.4";"756.2";"759.1";"0.1";"91";"Wind blowing from the east-northeast";"4";"";"6";"90  or more, but not 100%";"Rain shower(s), slight. ";"Shower(s).";"Shower(s).";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"90  or more, but not 100%";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"17.9";"";"";"";"";"";"";
"14.09.2018 03:00";"18.6";"756.1";"758.9";"-0.9";"92";"Wind blowing from the north-northwest";"3";"";"12";"70 � 80%.";"Rain shower(s), moderate or heavy. ";"Thunderstorm(s) with or without precipitation.";"Shower(s).";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"70 � 80%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.2";"17.2";"14.0";"6";"";"";"";"";
"14.09.2018 00:00";"19.7";"757.0";"759.9";"1.1";"92";"Wind blowing from the north-west";"2";"";"12";"90  or more, but not 100%";"Rain shower(s), slight. ";"Thunderstorm(s) with or without precipitation.";"Shower(s).";"";"";"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.";"70 � 80%.";"300-600";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"No Cirrus, Cirrocumulus or Cirrostratus.";"7.0";"18.3";"";"";"";"";"";"";
"13.09.2018 21:00";"23.8";"755.9";"758.8";"0.2";"61";"Wind blowing from the north-east";"3";"";"14";"70 � 80%.";"Thunderstorm, but no precipitation at the time of observation. ";"Thunderstorm(s) with or without precipitation.";"Shower(s).";"";"28.8";"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.";"70 � 80%.";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"15.8";"0.2";"12";"";"";"";"";
"13.09.2018 18:00";"24.9";"755.7";"758.5";"-0.8";"72";"Wind blowing from the north-northeast";"9";"";"14";"70 � 80%.";" ";"";"";"";"";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"60%.";"600-1000";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"19.5";"";"";"";"";"";"";
"13.09.2018 15:00";"27.3";"756.5";"759.4";"-0.6";"61";"Wind blowing from the north-northeast";"8";"";"14";"90  or more, but not 100%";" ";"";"";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"50%.";"600-1000";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"19.0";"No precipitation";"6";"";"";"";"";
"13.09.2018 12:00";"25.9";"757.1";"760.0";"-0.4";"66";"Wind blowing from the north-northeast";"8";"";"13";"70 � 80%.";" ";"";"";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"19.0";"";"";"";"";"";"";
"13.09.2018 09:00";"25.4";"757.5";"760.3";"-1.0";"71";"Wind blowing from the north-northeast";"6";"";"";"70 � 80%.";" ";"";"";"20.9";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"20�30%.";"600-1000";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"19.7";"No precipitation";"12";"Dry (without cracks, no appreciable amount of dust or loose sand)";"19.0";"";"";
"13.09.2018 06:00";"22.2";"758.5";"761.4";"-1.2";"76";"Wind blowing from the north-northeast";"4";"";"8";"20�30%.";" ";"";"";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"20�30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"17.7";"";"";"";"";"";"";
"13.09.2018 03:00";"22.4";"759.7";"762.6";"-0.9";"69";"Wind blowing from the north-east";"3";"";"9";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"16.4";"No precipitation";"6";"";"";"";"";
"13.09.2018 00:00";"21.5";"760.6";"763.5";"-0.5";"71";"Wind blowing from the north-east";"3";"";"9";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"16.1";"";"";"";"";"";"";
"12.09.2018 21:00";"22.4";"761.1";"764.0";"0.1";"67";"Wind blowing from the north-east";"5";"";"10";"no clouds";" ";"";"";"";"26.2";"";"";"";"";"";"10.0";"15.9";"No precipitation";"12";"";"";"";"";
"12.09.2018 18:00";"24.1";"761.0";"763.9";"-0.5";"57";"Wind blowing from the north-northeast";"6";"";"10";"20�30%.";" ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20�30%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"15.0";"";"";"";"";"";"";
"12.09.2018 15:00";"25.0";"761.5";"764.3";"-0.5";"52";"Wind blowing from the north";"4";"";"10";"50%.";" ";"";"";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"14.3";"No precipitation";"6";"";"";"";"";
"12.09.2018 12:00";"24.3";"762.0";"764.8";"-0.4";"52";"Wind blowing from the north";"4";"";"8";"70 � 80%.";" ";"";"";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"70 � 80%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"13.8";"";"";"";"";"";"";
"12.09.2018 09:00";"20.7";"762.4";"765.3";"0.8";"72";"Wind blowing from the north-northwest";"4";"";"";"60%.";" ";"";"";"17.7";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"60%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"15.5";"No precipitation";"12";"Surface of ground moist.";"15.0";"";"";
"12.09.2018 06:00";"18.8";"761.6";"764.5";"-0.4";"87";"Wind blowing from the west-northwest";"1";"";"7";"50%.";" ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"10%  or less, but not 0";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"16.6";"";"";"";"";"";"";
"12.09.2018 03:00";"21.1";"762.0";"764.9";"-0.1";"78";"Wind blowing from the east-southeast";"2";"";"4";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"17.1";"No precipitation";"6";"";"";"";"";
"12.09.2018 00:00";"21.0";"762.1";"765.0";"0.3";"70";"Wind blowing from the west";"1";"";"4";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"15.3";"";"";"";"";"";"";
"11.09.2018 21:00";"20.2";"761.8";"764.7";"0.0";"77";"Wind blowing from the west-northwest";"2";"";"9";"20�30%.";"Clouds generally dissolving or becoming less developed. ";"Thunderstorm(s) with or without precipitation.";"Shower(s).";"";"25.9";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20�30%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"16.1";"32.0";"12";"";"";"";"";
"11.09.2018 18:00";"22.2";"761.8";"764.8";"-0.9";"62";"Wind blowing from the south-east";"4";"";"9";"40%.";"State of sky on the whole unchanged. ";"Thunderstorm(s) with or without precipitation.";"Shower(s).";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"14.6";"";"";"";"";"";"";
"11.09.2018 15:00";"16.6";"762.7";"765.7";"1.1";"99";"Wind blowing from the east";"6";"";"14";"90  or more, but not 100%";"Thunderstorm, slight or moderate, without hail, but with rain and/or snow at time of observation. ";"Thunderstorm(s) with or without precipitation.";"Shower(s).";"";"";"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.";"90  or more, but not 100%";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"16.4";"30.0";"6";"";"";"";"";
"11.09.2018 12:00";"24.6";"761.6";"764.5";"0.3";"70";"Wind blowing from the south-southwest";"6";"";"8";"50%.";" ";"";"";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"18.7";"";"";"";"";"";"";
"11.09.2018 09:00";"23.8";"761.3";"764.2";"0.3";"62";"Wind blowing from the south-west";"4";"";"";"60%.";" ";"";"";"20.2";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"60%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"16.1";"No precipitation";"12";"Dry (without cracks, no appreciable amount of dust or loose sand)";"17.0";"";"";
"11.09.2018 06:00";"21.0";"761.0";"763.9";"-0.1";"72";"Wind blowing from the south-southwest";"2";"";"4";"60%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"60%.";"2500 or more, or no clouds.";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"15.8";"";"";"";"";"";"";
"11.09.2018 03:00";"21.1";"761.1";"763.9";"-0.2";"69";"Wind blowing from the south";"2";"";"7";"50%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"15.1";"No precipitation";"6";"";"";"";"";
"11.09.2018 00:00";"21.4";"761.3";"764.2";"-0.2";"65";"Wind blowing from the east-southeast";"2";"";"7";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"14.4";"";"";"";"";"";"";
"10.09.2018 21:00";"24.4";"761.5";"764.3";"0.6";"52";"Wind blowing from the east-northeast";"4";"";"10";"no clouds";" ";"";"";"";"27.1";"";"";"";"";"";"10.0";"13.9";"No precipitation";"12";"";"";"";"";
"10.09.2018 18:00";"24.0";"760.9";"763.7";"0.3";"46";"Wind blowing from the north";"5";"";"10";"10%  or less, but not 0";" ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"10%  or less, but not 0";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"11.8";"";"";"";"";"";"";
